blue c1,blue-c1-tier,blue_c1-mastery,blue c2,blue-c2-tier,blue_c2-mastery,blue c3,blue-c3-tier,blue_c3-mastery,blue c4,blue-c4-tier,blue_c4-mastery,blue c5,blue-c5-tier,blue_c5-mastery,blue_team_comb,red c1,red-c1-tier,red_c1-mastery,red c2,red-c2-tier,red_c2-mastery,red c3,red-c3-tier,red_c3-mastery,red c4,red-c4-tier,red_c4-mastery,red c5,red-c5-tier,red_c5-mastery,red_team_comb,blue_win,duration
111,UNRANK,2,74,UNRANK,4,45,UNRANK,3,4,UNRANK,4,266,UNRANK,3,"[111, 74, 45, 4, 266]",902,BRONZE I,3,81,UNRANK,4,59,EMERALD IV,1,267,PLATINUM IV,11,15,BRONZE II,5,"[902, 81, 59, 267, 15]",True,17.666666666666668
